,x,y,z,labels
1590,35.172485,18.299824,-13.831102,139
1591,-19.990889,-66.40773,-39.92172,66
1592,-89.15035,11.165352,-13.448065,128
1593,-33.6774,-12.294971,47.6278,63
1594,10.712911,82.7744,52.16446,56
1595,54.292427,-2.9535894,0.17137015,1
1596,-60.790714,9.838568,-30.145258,6
1597,-22.078682,-54.872875,1.0016903,17
1598,-46.573048,72.5429,-16.14579,19
1599,15.647,-58.450573,26.488785,27
1600,11.820638,15.731838,40.94969,5
1601,-22.62473,36.865402,-3.7312336,137
1602,-36.991734,-0.7360828,62.69428,63
1603,-23.127787,-28.539255,-39.049137,22
1604,-49.212963,72.80298,-22.111078,19
1605,33.457127,44.28835,-33.842533,25
1606,3.3593988,-7.430626,77.90161,106
1607,6.0137143,103.11995,28.545822,96
1608,-31.391865,2.5294654,13.983786,148
1609,16.70935,21.489412,15.47195,97
1610,-87.40844,-29.872644,37.31251,-1
1611,7.8615527,77.63036,29.70258,118
1612,70.84261,12.929896,-57.04109,16
1613,11.952417,85.169464,-11.494912,62
1614,-43.14206,44.53185,43.3347,105
1615,-14.810032,-52.503372,-74.79159,83
1616,62.531147,-16.706911,69.74754,-1
1617,43.846653,0.42143142,54.24434,-1
1618,-31.468082,-24.601177,56.276382,63
1619,68.535706,48.995575,25.36266,72
1620,-90.88744,-25.098583,5.760215,3
1621,-28.682774,-54.70766,58.281136,53
1622,6.7096825,-10.274135,-46.147034,78
1623,-24.952736,11.097282,82.2213,86
1624,-26.010414,11.075047,-46.213776,65
1625,6.6992836,-12.901135,30.150082,91
1626,56.091545,-13.494649,-19.36395,138
1627,-44.60944,68.122444,-20.501123,19
1628,2.7369118,-45.913788,34.658627,-1
1629,-27.291489,46.27279,-23.517775,104
1630,-27.36353,-27.546986,6.0092254,51
1631,-31.257847,-44.190308,-6.437372,17
1632,-54.01777,-63.603153,31.855114,109
1633,-12.185476,-65.94907,-44.263332,66
1634,60.182423,-14.984348,-19.582235,138
1635,-22.017006,-87.098114,48.19771,117
1636,7.8338876,-20.415962,-53.843582,42
1637,-47.754128,13.651625,-72.71157,-1
1638,29.763994,41.967457,-25.529467,25
1639,53.640064,-52.088978,27.254095,84
1640,20.69112,23.407776,87.597885,54
1641,-52.31832,54.896675,33.238697,105
1642,-40.40098,46.604374,38.1176,105
1643,-1.8381041,57.44039,-60.24249,52
1644,-3.1283278,-8.800487,-9.960135,116
1645,10.424026,-14.445725,33.924957,91
1646,-14.739074,72.91704,11.970046,-1
1647,-87.690346,2.0613058,-18.912422,57
1648,-11.49608,51.334076,-31.648806,-1
1649,5.5930595,-80.97685,-8.330906,44
1650,-74.0736,-13.271714,16.110716,-1
1651,-39.94897,52.22069,-14.628674,19
1652,-66.80846,-21.416574,-28.574196,36
1653,9.46846,42.306355,28.145794,97
1654,12.472423,32.091602,-31.511555,-1
1655,64.982254,20.14431,-53.247528,16
1656,-21.754879,-46.67748,55.56536,53
1657,-64.28468,4.163539,-35.92161,6
1658,-47.848408,-72.40737,-24.835289,2
1659,63.805332,-49.19134,27.591282,84
1660,-64.28468,4.163539,-35.92161,6
1661,25.219395,28.938328,12.234032,97
1662,20.69112,23.407776,87.597885,54
1663,-30.09019,-13.6780205,-98.34028,124
1664,3.8838527,0.36598963,-76.279564,34
1665,-17.26983,-52.296196,11.153009,17
1666,-39.94897,52.22069,-14.628674,19
1667,-22.721788,-9.672094,39.011387,63
1668,49.387127,51.813805,6.9162216,114
1669,24.652943,59.426846,-10.436413,140
1670,41.733078,-8.655129,4.820829,1
1671,-48.286243,-80.43383,-13.374339,2
1672,7.8855376,2.598194,38.560825,-1
1673,18.778566,27.08476,-85.48066,15
1674,-47.56106,1.6703509,27.226427,33
1675,-18.734756,-39.09871,57.97239,53
1676,-43.53162,-5.095752,-35.81468,-1
1677,-15.773508,76.77182,28.718256,9
1678,43.411922,-32.378254,44.34268,80
1679,-64.28468,4.163539,-35.92161,6
1680,-11.435893,81.7993,20.114632,9
1681,-49.573,69.470314,-27.392555,19
1682,-64.28468,4.163539,-35.92161,6
1683,6.6992836,-12.901135,30.150082,91
1684,46.885365,-34.165936,-14.022423,69
1685,18.778566,27.08476,-85.48066,15
1686,-39.94897,52.22069,-14.628674,19
1687,31.7858,-30.205225,62.16965,89
1688,38.233536,-16.676071,46.82544,73
1689,-59.540936,6.4667215,-43.848156,6
1690,20.69112,23.407776,87.597885,54
1691,-64.28468,4.163539,-35.92161,6
1692,-7.7317176,-56.86422,-45.050022,66
1693,-18.698849,-50.120415,52.455074,53
1694,14.708649,16.875303,46.17218,5
1695,9.904237,-50.121784,-84.62803,83
1696,-60.187984,-22.829918,47.58661,133
1697,-22.097797,21.209763,44.41412,11
1698,20.69112,23.407776,87.597885,54
1699,-7.0993195,-62.545574,-42.697372,66
1700,20.69112,23.407776,87.597885,54
1701,74.25407,17.898577,-15.959535,45
1702,-13.104526,-80.80966,-13.578749,44
1703,-70.61309,1.5582957,46.09331,4
1704,1.2438945,63.49056,17.96868,24
1705,12.704926,-14.138785,-23.761322,88
1706,-21.405281,26.864096,99.99011,86
1707,-57.892426,25.267387,19.16599,-1
1708,-4.469366,-76.81072,-11.789255,44
1709,-11.948089,40.57733,48.36038,-1
1710,-15.749632,-94.343956,-25.67102,44
1711,-18.55652,-42.021576,52.66798,53
1712,70.67593,7.7066417,62.795242,40
1713,-72.25661,-33.156406,-15.585683,36
1714,15.2562,48.76894,-3.536933,140
1715,49.965904,24.014761,-19.526272,30
1716,40.837944,-25.647635,-18.588987,69
1717,-31.432285,6.6558075,15.108162,148
1718,67.46189,39.46462,-20.283062,-1
1719,59.286472,11.763121,37.196186,21
1720,5.187046,13.085696,-14.73182,116
1721,63.69797,17.265732,45.785763,-1
1722,-12.173022,60.343597,39.79187,136
1723,-19.26278,86.51541,30.316767,9
1724,-52.279613,35.354,-6.777224,-1
1725,-58.153168,-53.94995,29.438307,109
1726,-3.5456078,12.256761,95.289894,-1
1727,-60.04039,-30.782719,19.693567,64
1728,-12.88673,-49.795242,-68.44639,83
1729,-24.415607,-82.47824,41.746086,117
1730,40.65379,-10.331227,-32.30265,69
1731,-25.46985,27.506102,74.56504,86
1732,-39.94897,52.22069,-14.628674,19
1733,53.5469,-34.936,68.983315,99
1734,-44.60944,68.122444,-20.501123,19
1735,-21.092485,36.534206,57.28672,67
1736,16.330555,-12.423606,5.214683,94
1737,9.801501,92.29354,-17.153585,62
1738,-0.81789166,61.89496,13.659591,24
1739,-2.3245797,-55.091904,-29.647064,66
1740,-48.599182,3.9197817,56.575405,115
1741,-4.9092426,48.020237,-40.099274,50
1742,-23.237162,17.83759,78.89578,86
1743,-25.167843,41.91831,-58.717075,18
1744,20.892,69.721924,-36.130905,28
1745,-47.09133,17.72453,-72.71686,-1
1746,-48.024006,48.356792,45.589493,105
1747,19.932726,29.894007,4.8960586,127
1748,-42.384113,-34.726696,-20.665201,101
1749,76.70079,-37.21351,27.610558,-1
1750,-12.172981,-37.885487,59.25449,53
1751,-32.512127,-26.024582,-42.467964,22
1752,2.436801,26.812645,-17.891968,116
1753,-96.10426,-0.20344985,1.1177597,3
1754,19.873732,8.952268,-41.731113,35
1755,7.212531,31.395985,18.301407,97
1756,-33.08778,-81.25393,29.047956,117
1757,-14.967277,-14.865219,103.576035,37
1758,-1.5555971,40.06462,50.684486,32
1759,67.95801,-53.280373,-22.921715,29
1760,18.66114,77.04269,-43.80632,28
1761,-96.10426,-0.20344985,1.1177597,3
1762,20.352877,9.495841,-75.78699,-1
1763,-76.86779,5.000076,37.121532,4
1764,41.395847,39.717342,21.14455,41
1765,-11.03474,-47.459633,49.88003,53
1766,-63.629772,32.538845,-23.023851,-1
1767,5.3130846,6.8846707,-36.057205,35
1768,-17.783037,23.352783,44.400986,11
1769,29.182798,-28.463362,31.795092,87
1770,-59.540936,6.4667215,-43.848156,6
1771,62.02236,65.4978,-36.20405,23
1772,69.856255,-27.91189,-59.798466,90
1773,-14.02365,42.91006,-28.749817,50
1774,-67.03234,-59.411484,41.134556,109
1775,0.75800127,-26.73975,-24.99992,92
1776,47.83605,10.544474,-4.6501083,1
1777,-65.43782,0.6805109,50.49571,4
1778,-68.4453,6.2850018,49.128002,4
1779,-34.9548,-21.667805,51.798508,63
1780,18.778566,27.08476,-85.48066,15
1781,-11.03474,-47.459633,49.88003,53
1782,47.2461,-16.232716,-28.332497,69
1783,21.222458,-85.72398,7.890904,46
1784,84.285706,-14.614409,21.897879,120
1785,-61.22287,-64.53789,36.70093,109
1786,-5.937727,26.546946,52.044678,11
1787,20.038765,28.600893,76.14937,54
1788,-44.598816,37.990047,34.436626,105
1789,66.35004,44.231136,4.9786983,72
1790,-64.28468,4.163539,-35.92161,6
1791,5.956455,-19.80364,-97.08187,122
1792,22.383636,-60.871136,-42.62846,49
1793,0.1863394,-9.452938,-95.831345,122
1794,0.67040396,-7.850289,-37.06253,78
1795,68.82552,3.605832,-26.801052,123
1796,-4.1230803,-85.69354,30.86049,108
1797,-64.28468,4.163539,-35.92161,6
1798,70.16991,28.973959,-56.132988,16
1799,3.547707,-1.704725,-6.481456,116
1800,8.226208,74.93694,56.333176,56
1801,51.55136,30.8658,-58.002518,-1
1802,-4.1796,13.332206,-12.8695965,116
1803,-64.28468,4.163539,-35.92161,6
1804,-12.787547,94.048874,18.221872,9
1805,-1.0714855,42.925503,55.31349,32
1806,78.864876,13.23113,-17.723652,45
1807,-61.753273,-27.948902,-17.904764,36
1808,42.04536,-49.14632,17.098822,84
1809,20.352877,9.495841,-75.78699,-1
1810,-45.401752,-26.241636,13.758905,64
1811,-72.92427,-23.140944,-29.002218,36
1812,-18.964083,-44.516758,-9.065767,17
1813,-64.28468,4.163539,-35.92161,6
1814,39.270782,56.41869,-12.095991,141
1815,-18.017418,-50.76083,-9.466919,17
1816,-49.79218,-27.67329,23.104404,64
1817,49.30618,-50.446194,32.69382,84
1818,62.680138,18.156403,56.160564,40
1819,15.1106205,94.459885,-17.262167,62
1820,-18.459818,-34.506092,18.085108,51
1821,-8.84488,-23.201698,91.219696,-1
1822,6.555325,-18.238546,-12.782768,-1
1823,21.314568,-54.971428,-17.856543,27
1824,-21.712992,44.21593,-62.676315,18
1825,-29.826653,-11.054576,-8.565433,107
1826,-22.894209,-68.08701,-59.16793,130
1827,-96.10426,-0.20344985,1.1177597,3
1828,-24.415607,-82.47824,41.746086,117
1829,68.91395,18.14443,-45.404,16
1830,-2.9174268,18.885605,29.248234,-1
1831,18.778566,27.08476,-85.48066,15
1832,-72.92427,-23.140944,-29.002218,36
1833,27.589458,26.045975,13.1869755,-1
1834,8.709926,-59.0565,-62.984867,83
1835,6.188933,60.640686,-21.120783,-1
1836,-62.531555,-71.36894,32.314037,109
1837,-73.71761,-25.757788,-34.708935,36
1838,-36.965813,65.39373,-15.499429,19
1839,46.04255,12.556317,-55.59555,119
1840,30.258429,66.7273,11.214504,85
1841,13.429748,-18.043194,31.588345,91
1842,82.987434,20.097506,28.228031,39
1843,4.6067743,1.7858456,36.090363,-1
1844,60.026897,-23.003603,-61.383892,90
1845,-64.28468,4.163539,-35.92161,6
1846,-27.955975,-30.084671,16.807291,51
1847,18.778566,27.08476,-85.48066,15
1848,31.2797,-32.457874,-59.671204,58
1849,72.26191,12.477546,29.397356,39
1850,19.971495,-0.7069415,5.9953413,103
1851,-40.482418,-4.496365,56.340145,63
1852,-57.345287,-24.460436,51.60794,133
1853,-3.9796026,-56.942543,51.05468,53
1854,-27.839527,28.098438,36.7367,82
1855,43.094257,-31.00041,-12.556645,69
1856,15.551719,49.969063,-29.454967,-1
1857,-41.78584,-29.689625,16.418694,64
1858,98.97977,-17.11261,5.285838,120
1859,20.947878,-3.3577719,-42.378822,35
1860,18.778566,27.08476,-85.48066,15
1861,-21.995548,10.124167,3.701972,107
1862,10.220084,105.611,30.230907,96
1863,50.326637,-6.533717,-61.724,135
1864,5.733021,98.30707,-9.844554,62
1865,-39.171043,53.938602,-7.1647053,19
1866,-18.641657,-51.126854,-42.663933,66
1867,3.823401,-41.08611,-80.24584,83
1868,43.053577,-57.52302,16.956394,84
1869,-17.712563,-28.516006,98.45882,37
1870,30.258429,66.7273,11.214504,85
1871,-21.187605,-59.28242,-25.781197,66
1872,6.7361135,-9.284748,49.278854,-1
1873,19.718513,1.5752057,-2.5447738,103
1874,69.86784,-38.080082,-3.5326831,68
1875,-36.286106,-4.494155,52.315193,63
1876,-30.606157,85.68812,4.180064,9
1877,-0.8727385,9.167182,-77.74095,34
1878,15.9137,6.587007,-43.0159,35
1879,68.58641,15.602097,-50.569366,16
1880,11.0015,18.962976,-29.140526,35
1881,-29.846655,36.1028,33.55167,82
1882,-12.196257,-58.262585,2.5109978,17
1883,46.64561,0.78272647,-30.280865,69
1884,32.620502,71.56599,-26.788559,-1
1885,-41.093666,-50.699883,-87.54372,-1
1886,67.174805,14.492,55.696247,40
1887,20.22167,-28.67494,8.8314085,27
1888,29.230902,-15.965701,-71.28216,38
1889,7.2778435,4.1945705,18.664824,-1
1890,20.69112,23.407776,87.597885,54
1891,-5.1070385,11.008922,-68.10412,34
1892,-103.272316,-3.763934,1.8646878,3
1893,35.98905,58.987556,-10.441885,141
1894,22.468481,12.193167,61.73063,-1
1895,-11.054787,35.59759,22.695055,8
1896,20.260305,53.359238,-12.856952,140
1897,-28.91227,45.09492,-75.4238,18
1898,-34.51244,-16.070215,51.78599,63
1899,-59.533836,25.929312,0.052069567,7
1900,31.485392,1.697217,71.26017,98
1901,-7.9301195,-48.8719,-74.23774,83
1902,5.9882855,-30.008852,-30.957026,92
1903,-42.40572,52.501717,37.890892,105
1904,-42.76454,69.82087,-26.390055,19
1905,-7.9301195,-48.8719,-74.23774,83
1906,-33.318687,18.371113,76.231735,86
1907,27.348705,3.3932,8.46185,103
1908,-31.55251,-13.27225,-84.645546,124
1909,83.950005,11.097264,-6.9312205,45
1910,1.6443442,9.752236,-16.038092,116
1911,10.079527,-66.430214,23.80403,27
1912,-26.064974,40.245197,-74.347916,18
1913,-61.22287,-64.53789,36.70093,109
1914,42.452297,10.725467,48.681427,152
1915,-55.68098,-29.00752,23.199818,64
1916,-56.764553,-12.212299,67.361015,43
1917,-41.939674,-1.5797375,-33.63786,-1
1918,68.58641,15.602097,-50.569366,16
1919,46.733624,61.629185,-22.29063,23
1920,39.415123,-4.763213,-4.861301,1
1921,-11.435893,81.7993,20.114632,9
1922,-0.46018952,-45.32009,32.124466,-1
1923,0.24023937,36.910633,-34.547283,50
1924,-42.729618,-28.22198,9.431231,64
1925,-10.1154375,-59.59948,48.705643,53
1926,-47.34849,-5.119253,12.059807,71
1927,-34.698032,27.790905,-28.80338,121
1928,-21.187605,-59.28242,-25.781197,66
1929,-54.684727,-3.4847689,78.05438,43
1930,-28.164461,-79.810425,30.681671,117
1931,21.41477,-52.267147,-10.486843,27
1932,-104.24042,-6.559422,-4.615723,3
1933,-46.140667,-16.02991,-88.089226,124
1934,12.300432,36.56873,86.95599,54
1935,18.778566,27.08476,-85.48066,15
1936,4.7586074,12.044164,-44.53369,35
1937,-28.047695,-17.516747,-60.2124,22
1938,-64.28468,4.163539,-35.92161,6
1939,-31.55251,-13.27225,-84.645546,124
1940,21.222458,-85.72398,7.890904,46
1941,-55.39437,-8.232011,53.0153,-1
1942,-14.206595,-97.87504,-24.680376,-1
1943,-36.508877,-18.876143,-20.609241,101
1944,70.79726,40.249157,-22.92355,-1
1945,7.6185594,88.01891,-7.690254,62
1946,79.66668,-22.447495,-19.870104,10
1947,9.549643,68.14246,15.830227,24
1948,48.739517,-12.641112,42.33444,-1
1949,-17.078596,-67.60645,65.14674,53
1950,-45.909313,-55.50276,17.304348,-1
1951,47.762592,12.82272,65.48982,98
1952,-23.689293,-15.436788,50.18473,63
1953,30.710283,-52.430775,-39.661293,49
1954,33.136993,66.60489,6.7673173,85
1955,79.60299,18.40953,-21.49116,45
1956,-8.532609,-53.42138,47.811462,53
1957,88.89212,-24.556673,-0.06053641,120
1958,-61.22287,-64.53789,36.70093,109
1959,-24.415607,-82.47824,41.746086,117
1960,23.46892,-37.036415,22.387913,87
1961,1.9685946,54.03184,-58.208843,52
1962,-38.969116,31.447577,-26.075756,121
1963,-27.516905,15.305395,7.2025623,137
1964,-4.401256,-45.382256,59.261517,53
1965,-14.241372,-39.316513,-26.23853,-1
1966,18.778566,27.08476,-85.48066,15
1967,-53.463303,43.8274,-18.376776,19
1968,-58.677723,5.5049925,31.563688,33
1969,-25.572865,12.215015,88.7011,86
1970,-34.471714,56.494106,-17.218702,19
1971,-33.664345,15.217985,98.07542,86
1972,-45.186558,56.566116,-2.375695,19
1973,51.622776,-48.2113,-14.219416,29
1974,-24.415607,-82.47824,41.746086,117
1975,43.02603,14.493271,5.9033875,1
1976,36.42677,63.48944,-16.416729,141
1977,-38.162975,59.433655,-11.979107,19
1978,-27.185677,39.117764,-2.5521984,137
1979,18.778566,27.08476,-85.48066,15
1980,-64.28468,4.163539,-35.92161,6
1981,22.769526,-87.69823,1.9488028,46
1982,-103.272316,-3.763934,1.8646878,3
1983,28.234013,-36.60705,-59.909435,58
1984,21.952806,19.855133,-7.0028844,139
1985,-5.009124,28.391768,70.05208,142
1986,1.1920826,41.999523,-34.399464,50
1987,56.191032,55.206505,-39.98048,23
1988,-64.28468,4.163539,-35.92161,6
1989,-37.393394,21.994934,80.34172,86
1990,90.86572,-29.415987,7.9922585,120
1991,-59.24072,-96.78919,4.9822364,-1
1992,26.702383,-27.171646,46.12016,-1
1993,-48.299393,-54.187805,-31.98516,143
1994,-66.241104,32.8104,2.1958983,7
1995,-45.66635,-26.433928,19.317757,64
1996,22.769526,-87.69823,1.9488028,46
1997,50.772095,-32.110607,-16.012259,69
1998,38.764545,-87.44013,13.312079,46
1999,3.4255455,11.752819,10.82918,12
2000,-9.526707,-42.376537,65.2453,53
2001,-7.9301195,-48.8719,-74.23774,83
2002,82.01875,11.493361,-12.282597,45
2003,-68.4453,6.2850018,49.128002,4
2004,-42.483246,66.96389,28.578856,-1
2005,-46.66151,-32.19497,4.932153,64
2006,42.941936,60.576897,12.170558,114
2007,59.21848,-31.274479,-61.359653,90
2008,-18.067951,45.7805,64.39345,-1
2009,27.931002,-67.34972,10.7072525,27
2010,-34.036316,40.816357,57.212097,67
2011,-105.522896,-4.3569536,8.491284,3
2012,28.30154,-24.39245,-76.55277,38
2013,32.063457,7.3237715,69.448944,98
2014,46.639324,-29.346476,49.185043,80
2015,6.5378723,15.230716,79.344894,-1
2016,-39.023754,-16.522451,-43.97182,22
2017,-7.9301195,-48.8719,-74.23774,83
2018,16.295664,25.596321,92.9847,54
2019,-9.526707,-42.376537,65.2453,53
2020,5.2451777,-31.444757,-20.067398,92
2021,-61.22287,-64.53789,36.70093,109
2022,-35.76695,-27.952919,-12.155001,101
2023,53.57172,3.6075814,-14.129107,-1
2024,-44.468864,-55.615494,-53.460266,26
2025,5.988881,-26.54388,-27.160778,92
2026,30.133175,-47.472763,1.6352289,27
2027,-31.55251,-13.27225,-84.645546,124
2028,-15.908583,88.034195,20.10567,9
2029,37.59409,22.599472,-59.861523,55
2030,-45.62009,-30.126093,-20.265127,101
2031,-61.22287,-64.53789,36.70093,109
2032,-15.908583,88.034195,20.10567,9
2033,50.02729,3.099637,-69.12588,76
2034,9.587029,43.417984,-25.562958,-1
2035,-16.365372,61.363605,66.47376,0
2036,-59.540936,6.4667215,-43.848156,6
2037,88.892426,-18.540749,3.6103222,120
2038,33.347893,-30.509087,-55.504765,58
2039,28.09223,-29.319956,-44.67337,79
2040,-13.17825,34.91634,28.302326,8
2041,53.966713,33.59214,40.085983,20
2042,-2.5483012,-10.767914,-76.51634,34
2043,13.379395,28.70878,27.1318,97
2044,-9.526707,-42.376537,65.2453,53
2045,-16.365372,61.363605,66.47376,0
2046,-57.345287,-24.460436,51.60794,133
2047,-14.563852,-68.927605,-37.738758,66
2048,-59.540936,6.4667215,-43.848156,6
2049,-31.077496,11.981808,92.43232,86
2050,-3.7769895,53.992954,-5.316044,-1
2051,88.892426,-18.540749,3.6103222,120
2052,23.394089,36.033916,2.2353823,127
2053,-100.93022,-9.301007,17.21001,3
2054,-31.55251,-13.27225,-84.645546,124
2055,-44.8762,-0.9877814,-37.223366,-1
2056,-24.674236,-72.66186,-3.480183,111
2057,60.758995,12.467907,55.73746,40
2058,18.778566,27.08476,-85.48066,15
2059,-80.31202,-5.482517,44.23932,4
2060,59.097973,-3.5055027,-41.597416,-1
2061,-52.481037,41.34396,28.635677,105
2062,67.63274,23.557543,-57.359715,16
2063,-21.205248,-31.997011,-22.608593,-1
2064,-40.982544,-23.461535,-15.041651,101
2065,-14.710968,-59.15153,37.010326,-1
2066,48.957333,15.673926,18.642208,1
2067,-60.69843,-33.846416,-20.392637,36
2068,2.184457,37.606274,47.706017,32
2069,-93.475655,-8.472272,16.725134,3
2070,-45.429886,46.289516,28.408941,105
2071,15.437978,-55.89911,-0.1797203,27
2072,56.6286,-55.7232,36.757008,84
2073,-61.22287,-64.53789,36.70093,109
2074,34.035526,-61.427635,-5.9273596,27
2075,48.420147,-22.210361,40.654842,80
2076,-31.077496,11.981808,92.43232,86
2077,-15.908583,88.034195,20.10567,9
2078,20.182253,26.48433,2.1647837,127
2079,-36.877533,12.515139,88.31383,86
2080,22.208338,-14.313762,-79.080505,38
2081,-3.9799001,45.25626,-25.176443,50
2082,-22.217045,-29.18686,-53.01879,22
2083,48.629543,27.033888,-30.54192,30
2084,-7.9301195,-48.8719,-74.23774,83
2085,27.981825,61.95421,19.904173,-1
2086,-3.3881667,-51.92401,-62.0672,83
2087,-22.217045,-29.18686,-53.01879,22
2088,-23.083294,-52.218426,-38.055817,66
2089,75.23568,37.89167,16.30395,72
2090,19.264158,33.893265,16.87035,97
2091,67.54654,-48.823338,-19.542082,29
2092,-26.09063,59.580914,68.50245,0
2093,26.100199,21.516344,58.875553,126
2094,-28.685669,-22.826843,99.99296,37
2095,-26.693035,13.390384,99.146286,-1
2096,56.32006,37.24828,4.5147295,77
2097,41.69431,34.542236,21.32048,41
2098,6.6377163,-44.87331,26.764662,27
2099,-44.250744,-57.091545,-31.399036,143
2100,78.35928,42.90282,15.864543,72
2101,-59.540936,6.4667215,-43.848156,6
2102,47.873974,29.755167,7.4628077,77
2103,-38.162975,59.433655,-11.979107,19
2104,-38.162975,59.433655,-11.979107,19
2105,-38.881195,-11.262395,54.700764,63
2106,-33.585102,0.63807714,-1.3035264,107
2107,-36.579548,11.826665,-82.62613,-1
2108,-37.98475,-23.333258,-44.885162,22
2109,3.779333,0.6973227,96.47943,131
2110,77.643745,-41.208096,26.3571,-1
2111,-1.956144,-64.22631,-65.26336,83
2112,54.28272,60.0051,-20.708794,23
2113,-37.68435,-42.263504,21.530704,-1
2114,5.061394,-87.488754,34.75461,108
2115,14.01955,-34.17197,-78.00044,-1
2116,-59.540936,6.4667215,-43.848156,6
2117,6.796581,-68.143555,28.534897,27
2118,-10.018284,-55.704033,-2.4689245,17
2119,-12.887992,85.588326,13.423566,9
2120,11.919378,-33.817062,-0.9406652,27
2121,27.915657,-32.969303,-56.166077,58
2122,2.1926816,41.606762,-1.2253264,116
2123,-54.0059,51.441708,-11.207625,19
2124,47.30381,53.568516,36.844273,75
2125,-26.102182,-47.596188,33.220955,60
2126,-93.475655,-8.472272,16.725134,3
2127,-93.475655,-8.472272,16.725134,3
2128,-38.881195,-11.262395,54.700764,63
2129,34.793762,-28.88271,4.98582,-1
2130,27.121683,-19.105974,-21.225973,69
2131,-12.722232,39.7135,44.450943,-1
2132,87.25314,17.281246,29.566746,39
2133,-39.844788,-23.379517,-51.9675,22
2134,51.960804,22.993582,-28.563667,30
2135,4.294848,-4.0092893,73.271935,106
2136,-10.2016325,37.966866,-35.753498,50
2137,-49.160748,-74.98562,15.767473,-1
2138,-21.629787,-44.36598,61.76284,53
2139,7.127103,-11.470069,80.14458,106
2140,-59.540936,6.4667215,-43.848156,6
2141,3.936073,102.91038,23.935175,96
2142,77.317276,11.81088,-56.408314,16
2143,86.32456,9.6161375,-16.37239,45
2144,-10.0734,-67.35186,57.262455,53
2145,13.086588,-14.534064,2.21691,94
2146,55.63654,-26.894596,-58.92602,90
2147,-13.86205,-63.67771,-39.80155,66
2148,-1.0824966,17.386833,-11.0926485,116
2149,7.127103,-11.470069,80.14458,106
2150,-28.788149,-9.894581,-91.786674,124
2151,-13.406601,-67.52066,18.63104,102
2152,-54.0059,51.441708,-11.207625,19
2153,-38.881195,-11.262395,54.700764,63
2154,5.405303,-26.631987,27.607126,91
2155,-12.887992,85.588326,13.423566,9
2156,18.821352,31.422504,0.63998765,127
2157,-38.321873,-8.607963,48.72804,63
2158,36.861713,8.56631,66.896675,98
2159,-54.0059,51.441708,-11.207625,19
2160,-9.526707,-42.376537,65.2453,53
2161,-37.597454,15.703791,0.29471645,137
2162,11.191123,-9.397825,-47.2647,78
2163,-7.462829,19.531565,80.03315,-1
2164,-24.415607,-82.47824,41.746086,117
2165,31.378016,-17.80756,-19.60514,69
2166,-93.475655,-8.472272,16.725134,3
2167,-53.153923,74.14772,-16.141457,19
2168,-21.629787,-44.36598,61.76284,53
2169,63.185555,-45.62702,-18.390749,29
2170,16.030169,84.22143,56.822937,56
2171,-37.98475,-23.333258,-44.885162,22
2172,19.842855,-62.093254,24.750353,27
2173,11.820845,65.68764,-64.8986,52
2174,-43.363976,-25.066528,-20.42267,101
2175,-47.08071,40.883205,30.068693,105
2176,14.157419,-36.05315,-11.260348,27
2177,22.805946,13.300088,-46.455555,35
2178,-15.245424,83.60421,7.050346,9
2179,-4.386086,-3.472239,-15.983596,116
2180,4.0715437,86.13831,27.735771,118
2181,24.63845,-94.392166,4.0221033,46
2182,-24.674236,-72.66186,-3.480183,111
2183,11.820845,65.68764,-64.8986,52
2184,-54.0059,51.441708,-11.207625,19
2185,-54.0059,51.441708,-11.207625,19
2186,-59.540936,6.4667215,-43.848156,6
2187,43.318848,2.5691507,-6.008942,1
2188,8.539376,-31.103302,-49.384953,42
2189,-0.5555955,-15.97158,-84.54397,74
2190,-5.074275,68.08408,49.877422,-1
2191,-21.811152,-37.618317,38.533733,-1
2192,1.5243422,44.471622,-4.178097,-1
2193,51.39472,12.967551,-70.388336,76
2194,-19.318573,33.4276,27.68065,8
2195,69.8628,37.405704,14.038199,72
2196,54.859085,-61.71513,25.754215,84
2197,28.065235,-27.154545,60.482143,89
2198,-59.540936,6.4667215,-43.848156,6
2199,7.127103,-11.470069,80.14458,106
2200,-32.893642,-102.973526,6.2248974,93
2201,85.92208,-15.196339,14.982924,120
2202,-22.247515,-48.90055,74.197586,53
2203,59.126118,23.624989,33.224983,-1
2204,-99.78484,1.349353,7.847607,3
2205,45.136585,3.3713148,-33.364872,154
2206,8.729007,-29.580761,-24.034552,92
2207,-61.22287,-64.53789,36.70093,109
2208,58.420418,-49.282585,27.425407,84
2209,-22.535831,-57.241226,-42.52785,66
2210,92.31788,12.342065,-15.240517,45
2211,0.69281316,-49.13729,58.421806,53
2212,16.867136,-2.3490915,15.758182,-1
2213,19.690626,3.4967701,-16.516504,113
2214,42.040848,12.552343,45.326878,152
2215,-15.479073,28.239443,67.53106,142
2216,-8.50375,-4.862093,85.38775,100
2217,31.485392,1.697217,71.26017,98
2218,-70.93359,2.3578935,30.30046,4
2219,26.010212,-57.539597,-33.140907,49
2220,-1.4959507,-13.868519,-97.65117,122
2221,69.27177,18.145119,-55.988647,16
2222,-44.468864,-55.615494,-53.460266,26
2223,-17.883532,-21.0461,27.83199,51
2224,-59.540936,6.4667215,-43.848156,6
2225,59.240955,-50.614796,39.06406,84
2226,29.671028,42.808285,-35.92749,25
2227,-22.904043,47.777813,-30.240147,104
2228,-44.250744,-57.091545,-31.399036,143
